"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",61,"Personal Travel","Eco Plus",101,"3","1","3","3","5","4","3","4","4","3","4","1","4","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Business travel","Business",227,"4","0","4","3","3","4","2","3","3","4","4","5","4","3",21,58,"satisfied"
"Female","Loyal Customer",38,"Business travel","Eco Plus",311,"2","3","3","3","2","2","2","2","1","3","4","1","3","2",0,25,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business travel","Business",2521,"4","4","4","4","4","4","4","4","5","5","4","4","5","4",52,48,"satisfied"
"Male","Loyal Customer",54,"Personal Travel","Eco",1009,"3","4","3","5","4","3","4","4","5","5","4","3","4","4",13,26,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",961,"1","5","1","5","5","1","3","5","3","3","4","5","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",63,"Personal Travel","Eco",547,"2","3","2","4","4","5","2","1","1","2","1","3","1","3",39,32,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Personal Travel","Eco",670,"2","4","2","2","2","2","2","2","4","4","4","5","5","2",5,0,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Business travel","Eco",1605,"2","1","1","1","2","1","2","3","4","4","4","2","2","2",138,144,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Business travel","Business",1719,"4","4","4","4","3","5","4","4","4","4","4","3","4","3",4,28,"satisfied"
"Male","Loyal Customer",21,"Personal Travel","Eco",2565,"3","4","3","1","2","3","1","2","4","5","3","4","5","2",9,0,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Business travel","Business",3453,"4","4","4","4","5","5","5","5","1","3","5","2","5","5",0,0,"satisfied"
"Female","Loyal Customer",56,"Personal Travel","Eco Plus",447,"1","5","2","1","2","3","3","5","5","4","5","3","5","3",141,129,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Eco",542,"2","2","2","4","4","2","4","4","4","2","3","1","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Personal Travel","Eco",728,"2","4","2","2","4","2","4","4","1","4","4","3","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Business travel","Business",3488,"2","1","1","1","2","2","2","2","4","1","3","3","4","2",85,106,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Personal Travel","Business",650,"3","1","3","2","3","3","2","3","2","3","2","1","2","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",671,"3","3","3","4","1","3","1","1","5","3","2","1","2","1",46,39,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business travel","Business",2552,"4","4","4","4","5","5","5","5","3","5","4","3","5","5",0,19,"satisfied"
"Female","disloyal Customer",19,"Business travel","Business",1589,"0","4","0","3","3","0","2","3","4","4","5","5","5","3",22,7,"satisfied"
"Female","Loyal Customer",26,"Personal Travel","Eco",762,"3","4","3","3","2","3","1","2","5","5","5","5","4","2",20,60,"neutral or dissatisfied"
"Female","Loyal Customer",66,"Business travel","Business",216,"2","5","5","5","3","4","3","5","5","4","2","3","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",3978,"4","4","4","4","4","4","4","5","5","5","5","4","5","4",0,3,"satisfied"
"Male","Loyal Customer",66,"Personal Travel","Eco",1197,"2","3","2","1","4","2","3","4","4","4","1","5","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Eco Plus",337,"4","5","5","5","4","4","4","4","4","4","4","1","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Business",328,"5","5","5","5","4","5","5","4","4","4","4","5","4","3",0,0,"satisfied"
"Male","Loyal Customer",52,"Business travel","Business",1718,"2","2","2","2","3","5","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",59,"Personal Travel","Business",1061,"2","4","2","1","5","4","4","3","3","2","3","5","3","3",0,7,"neutral or dissatisfied"
"Male","Loyal Customer",20,"Personal Travel","Eco",190,"2","2","0","4","3","0","1","3","1","3","4","3","4","3",62,70,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",1750,"3","3","2","3","4","4","4","3","4","3","5","4","4","4",145,124,"satisfied"
"Male","Loyal Customer",55,"Business travel","Business",3959,"5","5","5","5","3","5","5","5","5","5","5","3","5","3",7,0,"satisfied"
"Female","Loyal Customer",24,"Personal Travel","Eco",594,"3","4","3","2","5","3","2","5","4","3","5","5","1","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",325,"4","4","4","4","4","5","5","5","5","4","5","5","5","4",85,82,"satisfied"
"Female","Loyal Customer",39,"Business travel","Business",1933,"5","5","2","5","4","4","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Male","disloyal Customer",34,"Business travel","Business",667,"4","4","4","4","4","4","4","4","3","4","4","5","4","4",0,22,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business travel","Business",1008,"4","4","4","3","1","4","1","1","3","5","4","4","4","1",11,0,"satisfied"
"Male","Loyal Customer",40,"Business travel","Eco",550,"2","1","1","1","2","2","2","2","3","1","4","4","3","2",4,6,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business travel","Business",3558,"1","1","1","1","3","4","5","4","4","4","4","4","4","3",0,0,"satisfied"
"Male","Loyal Customer",56,"Business travel","Eco Plus",1118,"5","5","5","5","4","5","4","4","2","5","5","4","3","4",0,3,"satisfied"
"Female","Loyal Customer",56,"Business travel","Business",2669,"1","1","1","1","1","1","1","5","5","5","3","4","5","1",53,47,"satisfied"
"Male","Loyal Customer",45,"Business travel","Business",179,"1","1","1","1","2","5","3","5","5","5","5","4","5","2",0,0,"satisfied"
"Male","Loyal Customer",31,"Business travel","Business",2906,"5","5","5","5","3","3","3","3","2","1","3","2","4","3",20,19,"satisfied"
"Male","disloyal Customer",34,"Business travel","Business",2139,"3","3","3","1","5","3","5","5","4","2","5","4","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",1276,"5","5","5","5","5","4","5","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",1028,"2","5","1","1","5","2","3","2","2","2","2","4","2","4",2,6,"neutral or dissatisfied"
"Female","disloyal Customer",27,"Business travel","Eco",486,"2","2","2","4","5","2","5","5","3","3","3","3","3","5",10,4,"neutral or dissatisfied"
"Male","Loyal Customer",66,"Business travel","Eco",1187,"1","1","1","1","1","1","1","1","3","3","4","2","4","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Personal Travel","Eco",414,"3","1","3","3","3","3","1","3","1","1","2","1","3","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Personal Travel","Eco",304,"4","3","5","3","3","1","2","3","3","5","3","3","3","1",1,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Eco",146,"4","2","2","2","4","4","4","4","2","4","3","1","3","4",10,9,"satisfied"
"Male","Loyal Customer",46,"Business travel","Business",1572,"1","1","1","1","4","5","4","4","4","4","4","5","4","3",0,0,"satisfied"
"Female","disloyal Customer",28,"Business travel","Eco",1009,"2","2","2","3","4","2","4","4","2","1","3","2","4","4",15,2,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",802,"2","2","2","2","1","5","3","5","5","5","5","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",57,"Business travel","Business",1698,"0","0","0","3","1","3","5","5","5","5","5","5","5","2",8,12,"satisfied"
"Male","Loyal Customer",14,"Personal Travel","Eco",645,"3","5","3","2","4","3","4","4","3","1","1","5","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco",1546,"2","2","2","3","2","3","3","2","2","2","2","2","2","2",16,5,"neutral or dissatisfied"
"Male","disloyal Customer",37,"Business travel","Business",372,"4","4","4","1","4","4","4","4","3","2","5","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",53,"Business travel","Business",628,"3","3","3","3","4","4","5","4","4","4","4","3","4","5",12,6,"satisfied"
"Male","disloyal Customer",20,"Business travel","Eco",647,"2","0","2","3","1","2","1","1","5","2","3","1","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business travel","Eco",214,"4","1","3","1","1","4","4","4","4","4","4","2","4","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",48,"Business travel","Eco",846,"3","3","3","3","3","3","3","3","1","4","1","2","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business travel","Business",986,"2","2","2","2","2","5","5","4","4","4","4","5","4","4",0,0,"satisfied"
"Female","disloyal Customer",45,"Business travel","Business",507,"4","3","3","2","1","4","1","1","3","4","5","5","4","1",25,9,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",515,"3","3","3","3","5","5","4","5","5","5","5","3","5","4",1,0,"satisfied"
"Female","Loyal Customer",37,"Business travel","Eco",261,"4","5","5","5","4","4","4","4","5","5","1","1","5","4",0,0,"satisfied"
"Female","Loyal Customer",54,"Business travel","Business",3637,"2","4","4","4","2","4","3","1","1","1","2","3","1","2",6,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business travel","Eco",1421,"2","2","2","4","3","2","3","3","4","3","3","1","4","3",17,28,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Business travel","Business",1978,"5","5","5","5","5","4","5","5","3","2","2","2","4","5",5,0,"satisfied"
"Male","disloyal Customer",15,"Business travel","Eco",456,"4","2","4","4","5","4","5","5","1","2","4","4","3","5",4,66,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Business travel","Business",2422,"1","1","1","1","4","4","4","3","3","3","4","4","5","4",0,0,"satisfied"
"Female","Loyal Customer",59,"Business travel","Business",2205,"3","3","3","3","2","4","5","5","5","4","5","4","5","4",5,0,"satisfied"
"Female","Loyal Customer",43,"Business travel","Business",2033,"0","0","0","1","4","5","5","3","3","3","3","5","3","4",0,0,"satisfied"
"Female","disloyal Customer",23,"Business travel","Business",1179,"4","0","4","3","4","4","4","4","5","5","5","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",36,"Business travel","Business",2411,"1","4","2","4","5","3","3","1","1","1","1","1","1","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Personal Travel","Eco",209,"2","5","0","3","3","0","3","3","5","5","3","5","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Business",1747,"2","4","4","4","4","2","2","2","2","3","2","4","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Business travel","Eco Plus",526,"1","2","2","2","1","1","1","1","4","4","4","1","4","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Business travel","Business",352,"2","2","2","2","2","2","2","2","4","5","4","2","4","2",0,10,"neutral or dissatisfied"
"Female","Loyal Customer",21,"Personal Travel","Business",377,"4","4","4","5","5","4","5","5","5","2","5","3","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Personal Travel","Eco",308,"4","1","4","2","2","3","2","2","2","4","2","1","2","1",18,12,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Business",1400,"3","3","3","3","4","4","4","3","3","3","3","4","3","3",0,16,"neutral or dissatisfied"
"Male","disloyal Customer",30,"Business travel","Business",1069,"3","3","3","2","4","3","4","4","2","5","3","5","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Personal Travel","Eco",1999,"5","4","5","2","2","4","2","2","1","2","5","4","2","2",0,0,"satisfied"
"Male","Loyal Customer",41,"Business travel","Business",2719,"4","2","4","2","3","4","4","2","2","2","4","4","2","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business travel","Eco",2454,"2","2","2","2","5","2","5","5","3","4","1","4","1","5",3,0,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Business travel","Business",3926,"3","3","3","3","4","5","5","5","5","5","5","3","5","4",0,0,"satisfied"
"Male","disloyal Customer",21,"Business travel","Eco",818,"3","2","2","1","1","3","1","1","4","5","3","4","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Personal Travel","Eco",447,"3","3","2","4","4","2","2","4","4","1","3","2","4","4",0,13,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Business",489,"4","4","4","4","2","4","2","4","4","4","4","2","4","5",37,47,"satisfied"
"Female","Loyal Customer",28,"Business travel","Business",236,"3","3","3","3","4","5","4","4","4","4","5","3","4","4",0,0,"satisfied"
"Female","Loyal Customer",43,"Business travel","Business",3067,"4","4","4","4","2","4","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",65,"Personal Travel","Eco",919,"5","5","4","1","5","5","4","3","3","4","3","3","3","4",0,0,"satisfied"
"Female","Loyal Customer",42,"Personal Travel","Eco",728,"2","3","2","3","5","3","4","3","3","2","3","3","3","2",0,3,"neutral or dissatisfied"
"Female","disloyal Customer",57,"Business travel","Business",1182,"3","3","3","2","5","3","5","5","5","3","5","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",56,"Personal Travel","Eco",2288,"3","3","3","4","1","2","5","3","3","3","3","3","3","3",7,13,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Personal Travel","Eco",944,"2","2","2","4","2","1","1","1","5","3","3","1","3","1",126,135,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business travel","Business",2399,"5","5","2","5","4","3","5","5","5","5","5","5","5","3",8,8,"satisfied"
"Female","Loyal Customer",62,"Business travel","Business",2884,"5","5","5","5","5","5","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Male","Loyal Customer",40,"Business travel","Eco",391,"4","1","5","1","4","4","4","4","2","4","5","5","1","4",0,2,"satisfied"
"Female","Loyal Customer",32,"Business travel","Business",2170,"3","3","5","3","4","4","4","4","5","3","4","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",13,"Personal Travel","Eco",289,"2","5","2","3","1","2","5","1","3","4","5","3","4","1",5,0,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Personal Travel","Eco",363,"4","5","4","5","1","4","1","1","3","3","4","3","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",69,"Business travel","Business",344,"1","5","5","5","5","4","4","1","1","1","1","1","1","3",4,0,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Business travel","Business",1912,"1","5","5","5","1","1","1","1","3","5","4","4","4","1",91,123,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business travel","Business",1979,"5","5","5","5","3","5","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Male","Loyal Customer",42,"Business travel","Business",554,"3","3","3","3","4","5","4","4","4","4","4","5","4","3",25,16,"satisfied"
"Female","Loyal Customer",39,"Personal Travel","Eco",373,"2","3","2","4","3","2","3","3","1","4","2","4","5","3",8,15,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Personal Travel","Eco Plus",201,"5","3","5","4","4","2","4","1","1","5","1","1","1","3",0,0,"satisfied"
"Female","Loyal Customer",36,"Business travel","Eco",447,"3","2","2","2","3","4","3","3","3","4","4","5","4","3",0,0,"satisfied"
"Female","Loyal Customer",23,"Business travel","Business",697,"3","2","3","3","5","5","5","5","3","3","3","2","2","5",0,0,"satisfied"
"Female","Loyal Customer",56,"Business travel","Business",2694,"3","3","3","3","2","5","4","4","4","4","4","4","4","5",0,2,"satisfied"
"Female","Loyal Customer",32,"Business travel","Eco Plus",395,"0","0","0","4","1","0","1","1","5","2","2","3","1","1",1,0,"satisfied"
"Female","Loyal Customer",30,"Business travel","Business",495,"4","2","4","4","3","3","3","3","5","2","1","3","5","3",32,59,"satisfied"
"Female","Loyal Customer",31,"Personal Travel","Eco",1183,"3","4","3","5","3","3","3","3","5","5","5","4","5","3",120,88,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Business",838,"5","5","5","2","4","5","4","4","3","5","5","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",38,"Personal Travel","Eco Plus",628,"3","5","3","3","1","3","5","1","5","2","4","3","5","1",2,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Eco Plus",199,"3","5","5","5","3","3","3","3","3","3","3","2","2","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business travel","Business",2600,"4","4","2","4","5","5","5","2","2","2","2","3","2","4",0,5,"satisfied"
"Female","disloyal Customer",48,"Business travel","Eco",894,"4","4","4","4","2","4","2","2","4","4","4","1","3","2",43,17,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",2509,"3","3","3","3","4","5","5","3","3","4","3","4","3","5",27,36,"satisfied"
"Female","Loyal Customer",45,"Business travel","Eco",139,"3","3","4","3","1","4","1","3","3","3","3","5","3","1",2,26,"satisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",954,"4","5","4","5","1","4","4","1","1","1","1","5","3","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business travel","Eco",387,"3","2","3","3","5","3","5","5","1","5","3","4","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",69,"Personal Travel","Eco Plus",145,"1","2","0","3","2","0","2","2","4","5","4","4","3","2",30,18,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Business",1587,"1","1","1","1","3","5","4","4","4","5","4","4","4","4",5,1,"satisfied"
"Male","Loyal Customer",36,"Business travel","Business",1962,"1","1","1","1","2","1","4","4","4","5","4","1","4","1",0,0,"satisfied"
"Male","Loyal Customer",33,"Business travel","Business",3684,"2","2","2","2","5","5","5","5","3","3","4","4","4","5",26,20,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",448,"3","3","1","3","2","4","1","4","4","4","4","3","4","2",60,51,"satisfied"
"Male","disloyal Customer",39,"Business travel","Business",180,"4","4","4","2","4","4","4","4","5","5","5","4","4","4",10,5,"satisfied"
"Female","Loyal Customer",45,"Business travel","Business",1674,"3","3","4","3","5","5","4","4","4","4","4","5","4","4",0,0,"satisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco",160,"1","3","1","2","5","1","5","5","2","3","3","2","2","5",29,18,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Eco",1065,"5","4","4","2","2","4","2","2","5","2","4","4","4","2",26,20,"satisfied"
"Male","Loyal Customer",40,"Business travel","Business",3173,"2","5","5","5","1","4","3","2","2","2","2","1","2","4",3,0,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Business travel","Eco Plus",67,"4","3","3","3","4","4","4","4","2","2","3","1","1","4",7,10,"satisfied"
"Male","Loyal Customer",11,"Personal Travel","Eco",1460,"4","2","5","3","4","5","1","4","1","2","1","4","3","4",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Business",1211,"2","2","2","2","4","4","5","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",63,"Business travel","Business",190,"4","4","4","4","5","4","5","4","4","4","5","5","4","3",0,0,"satisfied"
"Female","disloyal Customer",30,"Business travel","Eco",1652,"1","1","1","3","1","1","1","1","3","1","3","1","3","1",2,8,"neutral or dissatisfied"
"Female","disloyal Customer",27,"Business travel","Eco",130,"4","2","4","3","3","4","4","3","3","4","2","1","2","3",32,41,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Business travel","Eco",1620,"3","4","4","4","3","3","3","3","1","3","4","4","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Eco",1172,"2","4","4","4","2","2","2","2","4","4","1","3","2","2",0,6,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business travel","Business",3180,"5","5","5","5","4","4","4","5","5","5","5","4","5","5",0,0,"satisfied"
"Male","Loyal Customer",7,"Personal Travel","Eco Plus",581,"5","5","5","3","4","5","4","4","3","3","5","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",61,"Personal Travel","Eco",541,"4","2","4","4","2","4","3","4","4","4","1","1","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",69,"Business travel","Eco",362,"2","3","3","3","2","3","3","2","2","2","2","3","2","2",9,32,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Business",325,"1","1","1","3","5","1","5","5","3","5","5","3","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",64,"Personal Travel","Eco Plus",594,"2","4","2","4","5","3","4","2","2","2","2","4","2","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business travel","Eco",1050,"4","4","4","3","3","4","3","3","3","2","2","2","2","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Business travel","Eco",651,"3","3","3","3","2","3","2","2","4","1","2","4","3","2",54,43,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Personal Travel","Eco",189,"2","4","0","1","3","0","3","3","4","5","5","4","5","3",13,11,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Business travel","Business",2079,"1","1","4","1","3","3","5","3","3","4","3","5","3","5",0,0,"satisfied"
"Female","Loyal Customer",59,"Business travel","Business",201,"1","1","1","1","4","5","5","5","5","5","5","4","5","5",0,0,"satisfied"
"Female","Loyal Customer",35,"Personal Travel","Eco",954,"4","0","4","3","2","4","2","2","5","3","4","2","1","2",23,32,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Personal Travel","Eco",861,"2","4","2","1","4","2","4","4","3","2","5","4","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business travel","Eco",177,"1","2","2","2","1","1","1","1","4","2","2","3","2","1",0,8,"neutral or dissatisfied"
"Female","disloyal Customer",35,"Business travel","Business",488,"3","3","3","4","2","3","2","2","5","2","5","4","5","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Business travel","Business",374,"4","1","1","1","4","4","4","4","1","3","3","4","3","4",4,8,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",2520,"2","5","5","5","2","4","4","2","2","2","2","4","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business travel","Business",522,"3","5","3","3","3","5","5","5","5","5","5","5","5","5",0,2,"satisfied"
"Male","Loyal Customer",48,"Personal Travel","Eco",1013,"3","5","3","4","2","3","4","2","2","2","3","2","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco",2153,"5","5","5","3","5","5","5","4","2","3","4","5","4","5",113,133,"satisfied"
"Female","Loyal Customer",36,"Business travel","Eco",310,"1","2","4","4","1","1","1","1","2","3","4","2","4","1",26,28,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Eco",1092,"2","2","2","1","1","2","4","1","3","1","2","2","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Personal Travel","Eco",570,"2","5","3","1","5","4","4","2","2","3","5","4","2","3",5,9,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Personal Travel","Eco",591,"1","5","1","3","2","1","2","2","4","5","5","3","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Business",2103,"5","5","4","5","2","4","4","2","2","2","2","3","2","4",0,0,"satisfied"
"Female","Loyal Customer",34,"Business travel","Business",1728,"4","4","4","4","4","4","4","3","3","3","3","4","3","5",0,0,"satisfied"
"Male","disloyal Customer",29,"Business travel","Eco",2603,"2","2","2","4","2","2","2","2","3","2","5","2","5","2",0,19,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Business travel","Eco",837,"5","4","4","4","5","5","5","5","3","1","2","3","1","5",0,0,"satisfied"
"Male","disloyal Customer",35,"Business travel","Business",1501,"3","3","3","3","4","3","4","4","3","3","4","3","5","4",13,19,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Eco",305,"4","4","4","4","1","2","3","3","3","4","3","3","3","2",7,0,"satisfied"
"Male","Loyal Customer",42,"Personal Travel","Eco Plus",1558,"1","4","1","2","5","1","5","5","5","5","3","5","4","5",7,0,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business travel","Eco Plus",370,"4","4","4","4","4","3","2","4","2","4","3","1","4","4",0,13,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business travel","Business",3139,"4","4","4","4","3","5","4","5","5","5","5","4","5","5",0,0,"satisfied"
"Female","Loyal Customer",37,"Personal Travel","Eco",715,"4","3","4","3","3","4","1","3","3","2","2","3","3","3",55,55,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Business travel","Business",370,"5","4","5","3","1","5","1","1","3","5","4","4","4","1",23,7,"satisfied"
"Female","Loyal Customer",39,"Business travel","Business",2727,"5","5","5","5","3","3","3","5","5","5","3","4","5","4",0,0,"satisfied"
"Female","disloyal Customer",26,"Business travel","Business",993,"4","4","4","4","5","4","5","5","5","2","4","5","4","5",0,0,"satisfied"
"Female","disloyal Customer",27,"Business travel","Eco Plus",562,"1","1","1","3","3","1","3","3","4","5","3","1","4","3",7,0,"neutral or dissatisfied"
"Female","Loyal Customer",61,"Personal Travel","Eco",704,"2","4","1","5","2","3","5","5","5","1","5","5","5","1",13,2,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business travel","Business",3087,"4","4","4","4","3","4","4","4","4","4","4","1","4","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Business travel","Business",853,"1","1","1","1","4","5","4","4","4","5","4","4","5","4",1,0,"satisfied"
"Male","Loyal Customer",46,"Personal Travel","Eco",2367,"3","5","3","2","4","3","3","4","3","3","4","5","5","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",80,"Business travel","Business",252,"1","1","1","3","4","4","1","1","1","1","1","4","1","4",8,4,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Personal Travel","Eco",646,"1","3","1","2","4","1","4","4","4","3","2","2","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Personal Travel","Eco Plus",259,"2","5","2","5","3","2","1","3","5","5","1","5","1","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Personal Travel","Eco",590,"1","4","1","3","2","1","2","2","3","3","4","5","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Business",3083,"1","1","4","1","2","5","5","4","4","4","4","4","4","4",30,18,"satisfied"
"Female","Loyal Customer",48,"Business travel","Business",1792,"3","3","3","3","5","5","4","4","4","4","4","3","4","4",6,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",2608,"3","3","3","3","3","5","4","2","2","2","2","5","2","5",0,0,"satisfied"
"Male","disloyal Customer",40,"Business travel","Eco",201,"4","0","4","5","2","4","2","2","2","1","3","1","3","2",5,7,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business travel","Business",583,"1","1","1","1","4","4","4","4","4","4","4","4","4","5",16,16,"satisfied"
"Male","Loyal Customer",43,"Business travel","Eco",460,"3","5","2","5","3","3","3","3","4","1","4","3","3","3",0,10,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Business travel","Business",3759,"3","3","3","3","5","4","4","4","4","4","4","3","4","4",1,0,"satisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco",288,"2","4","2","1","5","2","5","5","3","3","4","4","4","5",7,7,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Business travel","Eco",315,"4","4","4","4","5","4","4","4","5","5","1","4","4","4",167,174,"satisfied"
"Male","Loyal Customer",45,"Business travel","Business",1514,"3","3","2","3","3","4","5","4","4","4","4","4","4","3",0,0,"satisfied"
